L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,ATC_Code,Name,DDD,U,Adm.R,Note
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB02,metoprolol,0.15,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB02,metoprolol,0.15,g,P,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB03,atenolol,75,mg,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB03,atenolol,75,mg,P,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB04,acebutolol,0.4,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB04,acebutolol,0.4,g,P,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB05,betaxolol,20,mg,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB06,bevantolol,0.3,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB07,bisoprolol,10,mg,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB08,celiprolol,0.2,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB09,esmolol,2.5,g,P,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB10,epanolol,0.2,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB11,s-atenolol,50,mg,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB12,nebivolol,5,mg,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB13,talinolol,0.1,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,Beta blocking agents & selective,C07AB14,landiolol,,,,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents,C07AG01,labetalol,0.6,g,O,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents,C07AG01,labetalol,0.6,g,P,
C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents,C07AG02,carvedilol,37.5,mg,O,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA02,oxprenolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA05,propranolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA06,timolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA07,sotalol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA12,nadolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BA,Beta blocking agents & non-selective & and thiazides,C07BA68,"metipranolol and thiazides, combinations",,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB02,metoprolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB03,atenolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB04,acebutolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB06,bevantolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB07,bisoprolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB12,nebivolol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,Beta blocking agents & selective & and thiazides,C07BB52,"metoprolol and thiazides, combinations",,,,
C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BG,Alpha and beta blocking agents and thiazides,C07BG01,labetalol and thiazides,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,Beta blocking agents & non-selective & and other diuretics,C07CA02,oxprenolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,Beta blocking agents & non-selective & and other diuretics,C07CA03,pindolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,Beta blocking agents & non-selective & and other diuretics,C07CA17,bopindolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CA,Beta blocking agents & non-selective & and other diuretics,C07CA23,penbutolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CB,Beta blocking agents & selective & and other diuretics,C07CB02,metoprolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CB,Beta blocking agents & selective & and other diuretics,C07CB03,atenolol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CB,Beta blocking agents & selective & and other diuretics,C07CB53,"atenolol and other diuretics, combinations",,,,
C07,BETA BLOCKING AGENTS,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,C07CG,Alpha and beta blocking agents and other diuretics,C07CG01,labetalol and other diuretics,,,,
C07,BETA BLOCKING AGENTS,C07D,BETA BLOCKING AGENTS & THIAZIDES AND OTHER DIURETICS,C07DA,Beta blocking agents & non-selective & thiazides and other diuretics,C07DA06,"timolol, thiazides and other diuretics",,,,
C07,BETA BLOCKING AGENTS,C07D,BETA BLOCKING AGENTS & THIAZIDES AND OTHER DIURETICS,C07DB,Beta blocking agents & selective & thiazides and other diuretics,C07DB01,"atenolol, thiazides and other diuretics",,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FB,Beta blocking agents and calcium channel blockers,C07FB02,metoprolol and felodipine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FB,Beta blocking agents and calcium channel blockers,C07FB03,atenolol and nifedipine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FB,Beta blocking agents and calcium channel blockers,C07FB07,bisoprolol and amlodipine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FB,Beta blocking agents and calcium channel blockers,C07FB12,nebivolol and amlodipine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FB,Beta blocking agents and calcium channel blockers,C07FB13,metoprolol and amlodipine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX01,propranolol and other combinations,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX02,sotalol and acetylsalicylic acid,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX03,metoprolol and acetylsalicylic acid,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX04,bisoprolol and acetylsalicylic acid,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX05,metoprolol and ivabradine,,,,
C07,BETA BLOCKING AGENTS,C07F,BETA BLOCKING AGENTS & OTHER COMBINATIONS,C07FX,Beta blocking agents & other combinations,C07FX06,carvedilol and ivabradine,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA01,amlodipine,5,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA02,felodipine,5,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA03,isradipine,5,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA03,isradipine,5,mg,P,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA04,nicardipine,90,mg,P,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA04,nicardipine,90,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA05,nifedipine,30,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA05,nifedipine,30,mg,P,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA06,nimodipine,0.3,g,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA06,nimodipine,50,mg,P,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA07,nisoldipine,20,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA08,nitrendipine,20,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA09,lacidipine,4,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA10,nilvadipine,8,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA11,manidipine,10,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA12,barnidipine,10,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA13,lercanidipine,10,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA14,cilnidipine,10,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA15,benidipine,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA16,clevidipine,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,C08CA55,"nifedipine, combinations",,,,
C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CX,Other selective calcium channel blockers with mainly vascular effects,C08CX01,mibefradil,75,mg,O,
C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives,C08DA01,verapamil,0.24,g,O,
C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives,C08DA01,verapamil,0.24,g,P,
C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives,C08DA02,gallopamil,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DA,Phenylalkylamine derivatives,C08DA51,"verapamil, combinations",,,,
C08,CALCIUM CHANNEL BLOCKERS,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08DB,Benzothiazepine derivatives,C08DB01,diltiazem,0.24,g,O,
C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EA,Phenylalkylamine derivatives,C08EA01,fendiline,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EA,Phenylalkylamine derivatives,C08EA02,bepridil,0.3,g,O,
C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EX,Other non-selective calcium channel blockers,C08EX01,lidoflazine,0.18,g,O,
C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EX,Other non-selective calcium channel blockers,C08EX02,perhexiline,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08GA,Calcium channel blockers and diuretics,C08GA01,nifedipine and diuretics,,,,
C08,CALCIUM CHANNEL BLOCKERS,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08GA,Calcium channel blockers and diuretics,C08GA02,amlodipine and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA01,captopril,50,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA02,enalapril,10,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA02,enalapril,10,mg,P,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA03,lisinopril,10,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA04,perindopril,4,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA05,ramipril,2.5,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA06,quinapril,15,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA06,quinapril,15,mg,P,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA07,benazepril,7.5,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA08,cilazapril,2.5,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA09,fosinopril,15,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA10,trandolapril,2,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA11,spirapril,6,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA12,delapril,30,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA13,moexipril,15,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA14,temocapril,10,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA15,zofenopril,30,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,ACE INHIBITORS & PLAIN,C09AA,ACE inhibitors & plain,C09AA16,imidapril,10,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA01,captopril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA02,enalapril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA03,lisinopril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA04,perindopril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA05,ramipril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA06,quinapril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA07,benazepril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA08,cilazapril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA09,fosinopril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA12,delapril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA13,moexipril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BA,ACE inhibitors and diuretics,C09BA15,zofenopril and diuretics,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB02,enalapril and lercanidipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB03,lisinopril and amlodipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB04,perindopril and amlodipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB05,ramipril and felodipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB06,enalapril and nitrendipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB07,ramipril and amlodipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB10,trandolapril and verapamil,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BB,ACE inhibitors and calcium channel blockers,C09BB12,delapril and manidipine,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BX,ACE inhibitors & other combinations,C09BX01,"perindopril, amlodipine and indapamide",,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BX,ACE inhibitors & other combinations,C09BX02,perindopril and bisoprolol,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,ACE INHIBITORS & COMBINATIONS,C09BX,ACE inhibitors & other combinations,C09BX03,"ramipril, amlodipine and hydrochlorothiazide",,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA01,losartan,50,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA02,eprosartan,0.6,g,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA03,valsartan,80,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA04,irbesartan,0.15,g,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA05,tasosartan,,,,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA06,candesartan,8,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA07,telmisartan,40,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA08,olmesartan medoxomil,20,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA09,azilsartan medoxomil,40,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & PLAIN,C09CA,Angiotensin II receptor blockers (ARBs) & plain,C09CA10,fimasartan,60,mg,O,
C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs) & COMBINATIONS,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA01,losartan and diuretics,,,,
